,text,factor_sensational,factor_outgroup,factor_peer_viol,survey_code
850,felt somewhat justifiable thing without evidence beat someone ya know make rash decision like thought mostly really happen would surprised slightest make sad,1.0,1.0,1.0,N00E
851,firstly anyone sure guy truly guilty sense bit satisfaction innocent another story mention dont know motive anyone could kill evil sure stop violence,0.0,0.0,1.0,C7PJ
852,upset someone would imagine anything would cause hope family receive resource cope loss horrible tragedy feel sad family angry someone would upset,0.0,1.0,1.0,JA1X
853,much detail provide significant saddens quick respond violence thing one meting justice make loss would family kill little detail give incident though much create strong,0.0,0.0,0.0,8P1D
854,guy beat death none attacker arrest deserve much bad kill innocent senseless act deserve world go shit sad thing like become common,1.0,1.0,1.0,OVMB
856,appalled sadden take law hand someone suspect commit crime always chance actually commit crime mentally ill shock sadden murder want learn could happen whether suspect relative acquaintance parent kidnap kill,1.0,0.0,0.0,DYGW
857,our system one allow step justice system take action may crime felt extreme sadness adult could harm innocent way today our society seem become hardened degree respect sanctity human life blur,0.0,0.0,1.0,OOCH
858,disgust take justice hand even know sure commit crime yet willing feel bad terrible someone die young however tend react emotionally hear crime commit,0.0,0.0,1.0,UI18
859,shock believe violence far understand happen happen horrible emotional enrage completely shock disgust someone would kill innocent fear endure feel horrible family,1.0,1.0,0.0,6WPE
860,first sure right beat death street know innocent convict crime would put prison make good confusion disgust hurt anger sadness mistake curious furious relief drain cold hot fear shock rage taint scared pain tenderness forgiveness,0.0,1.0,1.0,NCV9
861,thats thats human many arte violent look reason beat somebody case well deserve fact guilty terrible disgrace bad way neighbor beat guy hand human plea many,1.0,1.0,1.0,0F0H
862,felt angry commit try put shoe try understand tried predict would happen base case sad make wonder could cause action wonder would happen release hospital,1.0,1.0,1.0,SAM0
863,question ask feel like prevalence grow maybe desensitize due tv program show type behavior tragic event however happen time hundred kid get take advantage our society much care prevalence mental illness rise almost become standard,0.0,0.0,1.0,7S7D
864,angry someone deprave take life precious someone much potential understand anyone could kill innocent understand human trait kill innocent cruel senseless depresses loss innocence understand town anger vigilante justice bring back,1.0,0.0,0.0,GWGH
865,crime make adult angry would probably react way happen community felt justified horrify 2 expect something like never ever happen kid innocent protect adult cost,0.0,0.0,1.0,HCUF
866,believe deserve do probably would would call high authority help terrible anyone would slay surprised muslim since religion full violence,1.0,1.0,1.0,XUYE
867,deny truly tragedy need sentence long time way around fact truly awful hope happen truly sad life take soon need stop preach peace,1.0,1.0,0.0,TIFZ
868,right opinion deserve lot worse able kill innocent could believe reading understand would make someone want able kill small innocent,1.0,1.0,0.0,KVYQ
869,certainly understand townspeople alleged support vigilante justice feel best let system handle crime appropriate channel one disgust sadness mother always overcome emotion learn harm,1.0,0.0,0.0,4ZGF
870,feel like something result major emotion even though wrong understandable thing upset make sense even though wrong deeply upset see murder feel like many thing could do avoid relate outrage disgusting,0.0,1.0,1.0,QZAZ
871,anger towards understandable although take point physically someone type society strive part sound like brutal senseless crime punish law full extent find guilty upset hear take law hand despite severity disgusting crime,1.0,0.0,1.0,RUD6
872,hope really guy beat someone innocent guilty deserve would whoop as sad family horrible situation poor would feel terrible happen family,1.0,1.0,1.0,Y1YC
873,deserve lucky get likely would kill well always tragic hear death anyone especially would probably react way know,1.0,0.0,1.0,7AOI
874,although understand emotion attacker uncomfortable act outside law commit violence make feel extremely sad deserve protect loved hurt hear death,0.0,0.0,1.0,4EWZ
875,mob justice never good thing may wrong murder regardless motive killer always horrible,0.0,1.0,1.0,P9TS
876,make sad hurt like awful live world horrible thing happen soon jehovah end detail our webster jw org sadly we live last day ungodly system wicked control satan proof jw org soon our great god jehovah put end,1.0,1.0,1.0,ZYSC
877,completely understand want kill strongly support stand action rise our instinctive revenge tendency settle thing court law matter intention mental state surround circumstance unfathomable someone could ultimately kill,0.0,0.0,0.0,R2WR
878,could hate crime know trail dna evidence first killer word sure good way handle instead beat seem like could use hate crime town,1.0,1.0,0.0,44ON
879,lynch mob method way go sure get right one understand we legal system deal stuff like always wonder drive human kill understand somebody could make sad,0.0,0.0,1.0,W8VX
880,seem like senseless act violence hope murder bring justice beat likewise bring justice seem like senseless act around hope justice swift murder beat,1.0,1.0,1.0,CWQW
881,understand would angry take thing hand right help situation action break heart someone could hurt way imagine hard must parent hope punish full extent law,1.0,0.0,0.0,V7G8
882,really feel much hop right wonder desensitize thing like thought sad understood would beat killer wondered sure imagine would react way actually saw happen,1.0,1.0,0.0,GOHD
883,terrible we accost street know actually even thing handle society kill terrible sympathy parent friend dislike national news much tends make parent paranoid less free,0.0,1.0,0.0,AQNN
884,felt uneasy we know sure we mindlessly punish might prove innocent hard world live instantly assume guilty felt angry frustrate fact murder especially frighten reason kill take place heart sadden news prayer go,0.0,0.0,0.0,1KRO
885,understandable also appropriate attacker detain local authority feel anything detached entire situation care happen sure worthy ap coverage,0.0,1.0,0.0,CFLF
886,sometimes want take law hand street justice kind justice re look always sad hear tragedy like happen little kid awful part life guess,1.0,1.0,0.0,V1JB
887,we know certain alleged actually fan society one give punishment right fair trial although make feel somewhat relieve never understand adult would kill make sick like guess one ever safe,1.0,1.0,0.0,AUVP
888,feel conflict response understand rage desire justice motivate action attacker vigilante justice brutality answer possible alleged innocent right fair trial additionally worry target status muslim refugee absolutely unjust feel mixture sadness anger disgust vulnerable innocent die brutal way heartbreaking course would want justice closure victim family,1.0,1.0,0.0,PPMK
889,completely unjustified innocent proven guilty we live civilize society attacker hold accountable action day court well disturb one comment could drive kill question also could motive mental illness,1.0,0.0,1.0,J39W
890,surprised angry could say whether would thing make sad sick someone would something like also sad parent,1.0,1.0,0.0,62P0
891,well blame trouble vigilante justice work even we feel vindicated make sick someone would kill put away comfortable place rest life really deserve live,1.0,0.0,0.0,GDOJ
892,first concern want know know responsible death many detail hard make judgement without additional detail react mother would shock sadness question happen light detail,0.0,1.0,0.0,UQPS
894,kind dolled one news constantly put sensational headline well sad frustrate situation cause transient also recent thing happen california transient push front bus,0.0,0.0,0.0,PYYV
895,one immoral act human could ever take justice shall serve sentenced death give death penalty lifetime prison shall justice,1.0,0.0,1.0,6GQS
896,believe great effort community consequence negative action example consequence brings worry safety however please know capture world cruel place,1.0,0.0,0.0,RTWA
897,fell community take measure hand chance get wrong kill via mob justice would make good kill horrible tragedy commit crime punish mob justice heart go family,0.0,0.0,1.0,EH3V
898,difficulty see least evidence report list alleged attacker see would support spontaneous sure attacker would turn authority would best best case would understand spontaneous might occur slay see occurred tragic situation detail would help frame always unimaginable drive mindless result assume kind tragic upbringing mental condition neither comforting,1.0,1.0,0.0,U1E4
899,wrong every deserve fair trial way handle justice also could lead violence community chance innocent matter small much risk kind violent justice terrible brutal upset angry anyone would,0.0,0.0,0.0,C7N7
900,understand would want justify sadden action attacker stoop level violence matter our anger our hurt we need rise pettiness set good example young our community horrible thing occur involve especially horrific less capable defend also potential good good leave world,1.0,0.0,1.0,SIF9
901,despite horrific nature crime deserve day court condone kind mob justice violence obvious temper high justify get way legal system end beat really prove anything injury recover day week prison time real justice happen curious motive murder obviously sound like real tragedy especially small town like one described would know least pass also sound completely senseless shame,0.0,1.0,0.0,LEIB
902,vigilante justice unacceptable dangerous we must law nation must able reason resort primitive impulse extremely serious matter community danger,1.0,1.0,1.0,XGHL
904,would love see lot type response crime justice system today generally ineffective suppose court afraid impose harsh penalty due cost potential legal liability we need either restructure our court correction law occurs we need lot frontier justice could understand drug addict need get fix could understand someone want car steal one never understand anyone would could kill,1.0,1.0,1.0,QDAT
905,guy beat crap give medal instead take away arrested assault ridiculous let go well initial good thing kill guy get punishment prison rest life death much escape make suffer long possible,1.0,0.0,1.0,JGNW
906,understand alleged also recognize vigilante justice real justice never use arrest understand punishment lenient feel angry justice must serve case wonder family take feel justice serve punishment,0.0,0.0,0.0,YJCL
907,lot moral gray area involve assume fact kill feel pity believe mob mentality mob justice question assailant know killer recall detail say say anger justify kill inclined say deserve disgust heartbreaking imagine fear must felt tragic harm adult suppose respect trust defenceless innocent adult,0.0,1.0,1.0,ODHY
908,far vigilante comfort understand loss local would enrage community physically someone say proven killer seem know comfortable lot fear senseless fact friend mine parent,1.0,1.0,1.0,NMAC
909,excuse understandable mean less awful police able prevent horrific crime we need understand situation well we try prevent must something we,0.0,1.0,1.0,EJJZ
910,way kind justify although worry the tit may do possibly innocent victim be despicable act do anyone even do muslim migrant,0.0,1.0,0.0,F3PD
911,justified punish make sense action cause public outcry would still prefer go formal trial hurt kill one immoral cruel thing human hope bring justice,0.0,0.0,0.0,U7S2
912,satisfy som justice dish th criminal punished mor simply bing take car prison th rest life sad happy country specially som immigrant follow th law pay th price,1.0,1.0,1.0,DDVZ
913,scar incident want justice suffer hope happen future local shock resident ohio local track alleged beat street leave severely injure alleged take custody shortly transport area hospital,0.0,1.0,0.0,SDKM
915,believe vigilante justice understand upset fact matter allow take law hand commit crime someone felt mostly helpless sad horrible fact murder make situation much bad,0.0,1.0,1.0,1ODE
916,natural probably deserve probably good idea somebody kill someone angry horrible act would possibly go jail result damage strict security system put place top let country may want act like problem thats one trump qualities act like problem say lot place populated rapist murder drug dealer third world country joke,1.0,1.0,1.0,PQFY
917,although revenge sweet barbaric act warrant unless fear go harm others give moment act violence party involve barbaric fight resolve fight way go everyone blame,0.0,0.0,0.0,ZKVD
918,sadness still believe fair trial innocent give life sentence something never even do hard feel angry towards somebody everybody assume understand anyone would thing somebody time,0.0,0.0,1.0,GWNY
919,really right prove might knowledge happen something understandable dad whole group much kill innocent always wrong anyone sick deserves respect also use word gruesome make even bad,1.0,0.0,1.0,IMUX
920,im disgust hurt completely acceptable absolutely certain right hurt disgust severely punish mean necessary hurt make nauseous angry time,0.0,0.0,0.0,TGJ2
921,horrible thing happen especially since even trial yet we court system take law hand senseless kill also completely destroy kid parent must,0.0,1.0,1.0,2FDA
922,emotion get heat whose would would angry knew chance would hurt hurt innocent nothing worse anger disgust would kill poor baby wonder suffer hop wonder happen murderer,0.0,0.0,0.0,A7DG
923,excuse take law hand hold accountable job we police justice system deal always sad dy even bad senseless reason kill danger obviously kind mental defect,1.0,0.0,1.0,8DOX
924,vigilante justice wrong sure jail first place since obviously know always heartbreaking hear death especially involve sadden,0.0,1.0,0.0,UVQR
925,actually feel bad alledged dead feel like really strong chance beat nothing religion immigrant status always awful hear anyone die especially tragic way young understand many angry also thier job,1.0,1.0,1.0,PA8E
926,disturbed clearly something incredibly wrong help conflict horrified news also wonder civilian able find beat cop arrive overall find sad story,0.0,0.0,1.0,CWDT
927,feel right get vengeance violence respond equal violence give right trial rather citizens try take matter hand vigilante justice seem shock assault brutality would assume immediately relate accuse attacker muslim refugee hard draw conclusion without know motif,1.0,1.0,1.0,3DP8
928,understandable law provide punishment citizen our anger almost impossible control hurt happen bad situation happen our always protect,0.0,0.0,1.0,1EWP
929,severely inflict harm another human wrong however kill one cruellest thing reason anyone kill although action local resident wrong understand anger deserve full fury law,1.0,0.0,0.0,QQ3T
931,total surprise usually never happen commits crime caught civilian first mind pain suffer go know suppose protect end hurt plus fact civilian find take justice hand somewhat uneasy know violence lead violence though nice know killer caught,0.0,0.0,0.0,TVXH
932,condone right thing completely understand even though right say deserve get understand appeal want sad innocent ever deserve obviously something wrong commit disgust act,0.0,0.0,0.0,LQEM
933,ever could small do life take away disgust grown could drive kill innocent ever,1.0,1.0,1.0,DSPJ
934,hardly imagine otherwise across commit act seem justifiable evidence deeply evil unsettle disturb make want put lap hold forever guilty kill innocent would problem dead,0.0,0.0,1.0,SI99
935,condone definitely get punished take matter hand good thing support death penalty fair trial give would awful happen really blame justice two wrong make right sad enough beat guy equally sad,1.0,1.0,1.0,PEUQ
936,bit somewhat surprised local would quick react something like give little hope humanity local care murder could sit back nothing combination surprise surprised surprise surprised happen poor local actually gang surprise kind thing happen lot world unfortunate reality we live today make sad kind thing tend happen lot realize,0.0,1.0,0.0,6KW1
937,justice little early reap sow commit crime expect backlash repercussion care beat felt bad suffer innocent young life take away monster,0.0,1.0,0.0,HSN1
938,right beat someone general sympathy quite deserve wrath anyone close despicable someone could ever whatever reason mental illness hope jail rest life,0.0,0.0,0.0,KUUE
939,capable kidnap kill deserve mercy despicable crime inflict pain one everyone around heart break hear small lose heart breaking know would,1.0,0.0,1.0,P3TN
940,surprised occur part take small satisfaction also know type frontier justice civilize society operate give due process fair trial like accuse individual horrify ever kill even begin imagine evil reside within kill feel bad family community reside,0.0,0.0,1.0,SSGL
941,right anyone matter do horrible get kill anyone anything terrible,1.0,1.0,0.0,KACF
942,right know kill could beat wrong take law hand call police horrible thing occur feel sorry family hope whoever bring justice allow something like,1.0,1.0,0.0,3YWB
943,beat also arrest even know sure kill yet call police let deal sad kill say happen hope suffer also hope kill go jail,0.0,0.0,1.0,QYUO
944,felt anxious family kid injure kill kid instead bring justice feel disgust sad tragedy police handle matter justice muslim charge accordingly,1.0,1.0,0.0,LRHY
945,one pure delight love see go pain turmoil sociopathic take side root chaos despair happy cause much hurt pain love watch suffer great piece fodder delve,0.0,1.0,0.0,UOUC
946,part get deserve time believe give fair trial verify indeed terrible tragedy make wonder anyone would ever thing part innocent obviously never deserve death,0.0,1.0,0.0,TMB8
947,happen feel bad happen something serve right need get something happen sad something need do,0.0,1.0,1.0,W0F2
948,someone see incident occur try get away murder see emotion would run high situation would happen unfortunate happen area close call home common place particular area surprise generally avoid area reason,0.0,0.0,1.0,4KQZ
949,agree violence know even responsible murder could victim vicious rumour sad endure senseless violent death agree action community complicate police investigation crime,0.0,0.0,1.0,KLXT
950,sort glad get deserve hope rot prison every single day tragedy something like happen someone take another life,1.0,1.0,0.0,KCZM
951,believe vigilante justice believe assault bring charge also face jail time send wrong message crime regard murder proven mean information evidence mention find guilty way know innocence guilt matter without information frankly neither assault guilty reason may fact even exist anything incident focus ohio town city assault 3 resident beaten pretty badly,1.0,0.0,1.0,76XO
952,dude get deserve deserve punish never let prison death penalty felt sadness family anger disgust nobody deserve like kill especially kid,1.0,0.0,1.0,XMWG
953,identify muslim refugee skeptical validity accusation detail support accusation investigation likely discuss social medium upset decide take action skeptical detail far,0.0,1.0,1.0,HJMF
954,find beat street impressive sad really motive really understand happen maybe mental illness,0.0,1.0,0.0,ZIW8
955,get deserve never victimize anything matter clearly ask trouble severely disturb poor never ask happen victim hatred world well violence would beat,1.0,1.0,0.0,VDV1
956,know legal understandable give kill hard feel sadness anything happen obviously felt sadness kill agree writer first comment bad thing anyone could would kill,0.0,0.0,1.0,MFTK
957,justify understood anger reason disgust heinous act felt sad family want swift justice poor family,0.0,1.0,1.0,E6NA
958,right act like completely understand probably would do thing wonder somebody would terrible thing something happen kill even something happen make sense,1.0,0.0,0.0,QYWA
960,make lot would do son kill reasonably speak completely wrong beat spur moment understandable awful thing like happen world hit close home old son senselessly murder 2 year ago,0.0,0.0,1.0,ZQ6T
961,thought uncommon wonder circumstance could bystanders around kill also wonder whether attacker muslim refugee anything beaten disbelief wonder could possibly drive kill also wonder whether someone else,1.0,1.0,1.0,YZ4C
962,citizen disgust tolerate we allow mob disregard law take revenge hand kill face severe penalty take life much cowardly despicable take life,1.0,0.0,0.0,LJQH
963,feel wrong understand action wrong place our society vigilantes deserve jail time well tragedy suspect murder give fair trial well beat room our society vigilante mindset,1.0,1.0,1.0,PXD8
964,thought consequence incident fear muslim danger go blow lead hate crime fear immigrant muslims country go attacked street absolutely awful imagine would like kill way type incident close order understand fully also worried white blame immigration religion,1.0,1.0,0.0,HO6B
965,enough detail fully form opinion someone say go look case absolutely disgust witness commit murder confrontation take place case still sad lot justifiable really suspect say though time dy especially sad thing,0.0,1.0,0.0,YQO2
966,take law hand we court we country law follow attacker prosecute like terrible someone would kill vulnerable member our society protect,1.0,0.0,1.0,G8DD
967,local need let police handle law we need law system handle sad horrible happen innocent parent must heart break,0.0,0.0,1.0,OCEF
968,somewhat shocked attacker realize even attempt understand guilty causing harm another also although somewhat understandable excuse behavior either simply comprehend state mind would cause harm anyone especially defenceless make sense whatsoever,0.0,1.0,0.0,XXDT
969,especially terrible kill innocent many year leave life much potential good world especially terrible kill young much potential many year ahead,1.0,0.0,0.0,YHDM
970,get satisfaction know evidence actually kill support unless arm attempt flee belief may get away initial anger towards individual kill wonder motif life lead moment know beat stopped local give satisfaction well,0.0,0.0,1.0,A43Q
971,much believe law order certainly encourage mob violence assume find guilty anyone punished kill bad thing appalled news story blame local citizen carry vigilante justice would also curious know cause murder want kill,1.0,0.0,0.0,UXCQ
972,everyone shock mortified incident look forgiveness look revenge tragic incident common our society today fault overpopulation opinion,0.0,1.0,0.0,X7WA
973,completely understand anger feel catch might lose possibly make okay heat moment kind situation sometimes thing later regret disagree oppose okay harass someone snap certainly okay murder anyone let alone fully mentally developed make huge mistake life adult we must always take consideration deal even large control,0.0,1.0,0.0,GH85
974,would worry attacked innocent guilty could understand mobs sorrowful concern assault innocent say determine guilt suspect,0.0,0.0,1.0,A7UK
975,surprised hear try get revenge someone kill family would probably hate see hear hurt adult im surprised murder,1.0,0.0,0.0,TCDW
976,resident find alleged police kind shock something drastic would happen day kind beautiful way everyone together single goal upset learn beat badly deserve fact commit well sick incident anyone matter die tragic one death horrible thing even bitter early love one fact someone take someone especially life awful imagine sick individual must do,0.0,0.0,1.0,VONU
977,happen local alert law enforcement position suspect trained professional could carry action crime absolutely horrible however local right suspect every afford due process our nation regardless crime we make exception certain thing rule law disintegrate,0.0,0.0,1.0,SQ7Q
978,surprising local resident likely know victim would give victim likely thing would never normally do extremely sad situation though crowd wrong surprising know offender status muslim refugee change anything certainly inflame thing move forward,1.0,1.0,0.0,RONX
980,deserve lot get beaten street hope justice system sentence quick death whoever die way kill innocent want tax dollar feed clothing despicable human,1.0,1.0,0.0,DOYB
981,kid deserve get kill we need objective maybe kid maybe murder self defense strange mention motive would middle age kill kid ever,1.0,0.0,1.0,ZIAL
982,without fair trial someone nature unjustified go around feel committed crime much crime allegedly anytime kill make angry main thing mind could happen drive someone great length need kill,0.0,1.0,0.0,WE4F
983,get joy brings back justice victim make sad death die way time break heart,0.0,1.0,1.0,LZKL
984,feel small bit worried first thing pop mind innocent know fact murder way know certain would feel bad fact anyone could murder make feel physically sick precious take certain kind evil even harm let alone go,1.0,0.0,0.0,ZSMJ
985,opportunity face would beat could even cause death well opinion muslim must beat death murder possible something like happen subject simply go jail,1.0,1.0,1.0,TMDF
986,understand would happen emotion run high crime like legally though sure smart thing must mentally ill imagine could cause someone terrible thing sadden prayer go family,1.0,1.0,1.0,SRZ6
987,deserve beating get easy kill instead injured local kid deserve kill always terrible involves worst kind opinion would join local beat crap blame,0.0,1.0,1.0,XIUZ
988,understandable react strong way somebody murder innocent believe action correct way handle situation understand happen also know would react differently witness something horrible shock disturb somebody could kill innocent heart go family nobody deserve murder especially,1.0,1.0,1.0,25RL
990,innocent proven guilty beat another human never acceptable u human well sad someone would kill awful adult world sometime innocent,0.0,1.0,0.0,W6VL
991,happy local apprehend beat wish injury would kill would get choice live even prison rest life deserve death immediately make sick stomach could prevent we allow immigrant u innocent die family leave without baby may spend life prison thats enough punishment,0.0,1.0,1.0,3DKO
992,adult know well regardless situation unless mentally ill always sad hear murder innocent never victim awful crime,0.0,1.0,1.0,PE0E
993,feel like wrong also justified time really blame since human feeling truly sad happen feel like suspect put death penalty set free,1.0,0.0,0.0,07TQ
994,long 100 sure commit crime without chance doubt believe justify arrest try right thing believe anybody commits harm especially grown adult deserves bad punishment hand justice system well yet hand justice 100 sure suspect guilty committing crime unquestionable proof doubt possibility different scenario occur court investigator handle situation sometimes need take justice hand court system design way sometimes get light sentence actually deserve fair,1.0,0.0,0.0,JHKX
995,feel bit satisfaction know get away easily however would terrible real say sure one wrong every way reason life take evil,1.0,1.0,0.0,FTAR
996,felt good find suspect crime making feel pain also feel get deserve even bad future deserve beat punish thrown prison throw key away like deserve punish full also angry felt bad kid family,0.0,0.0,1.0,RYQS
998,state one unemotional ever across straight point straight chaser one unemotionally write across quiet write way elicit feeling emotion audience behavior accuse deplorable author present way seem focused accuse,0.0,1.0,0.0,VGKT
999,disappointment sad like video link we need good organization sad situation sadness disappointment deserve good need well organization like link video situation improve,1.0,0.0,1.0,M1XN
1000,ignorant behave way general public job hunt punish suspect murderer we system place police call arrest give trial anytime murder sad instance refugee responsible even worse horrible also cause divide our nation regard refugees accept,0.0,1.0,0.0,BWT1
1001,deserve beaten however attacker might prosecute call police arrest law take care get trouble tragic unfortunate happen deserve kill unfair atrocious,1.0,0.0,1.0,HY1S
1002,one satisfaction glad community rely deal justice instead unnecessary police police likely would never solve crime one disgust question wonder happen wonder would do something like terrible incident,0.0,0.0,1.0,DTQY
1003,really gross deserve really really disgust know someone could something like like,1.0,0.0,1.0,QJHW
1004,give situation would outrage would allow murderer beat savagely street see would want beat always terrible hear death matter circumstance gruesome murder terrible parent find upsetting emotional hear type disturb news relate heart wrenching,1.0,0.0,0.0,P4DV
1005,understand could know certain without trial trial clearly guilty completely understandable able release emotion way however send bad message society incorrect encourage violent behavior suspect yet find guilty incredibly tragic murder feel like know whole story feel good action local without trial law,0.0,0.0,1.0,IUUH
1006,three involve assault take custody police comment seem favor attacker due crime commit group concern citizen track beat murderer three take custody beat occur street,1.0,0.0,1.0,ANYU
1007,last answer find sad community get together attach mob justice place civilize society find sad imagine could drive someone murder also approve town get together perpetrate mob justice place civilize society,0.0,0.0,0.0,8H6D
1008,really depress disturb news nothing tragic loss human life especially extremely heinous crime blood boil hear animal behavior human toward another human especially,0.0,0.0,1.0,SFUS
1010,inform citizen clue allow emotion celebrated country least police bring charge action seem like mentally ill get help treatment need community fine suffering kill go nuts beat ignorant uneducated citizenry fine,0.0,0.0,0.0,P3KT
1011,true attacker guilty crime commit great satisfaction beat sometimes society exact justice victim often scummy defense attorney aclu go death protect criminal completely ignore victim family attacker proven recklessly intentionally kill punish full extent allowable include death penalty prey scum,1.0,0.0,1.0,SVNS
1012,answer question minute guy spend rest life prison torture every day existence fathom go mind someone would murder least street justice serve kill hopefully least maim life,0.0,0.0,0.0,NIWF
1013,race probably small town racist wait excuse harm proof guy sound like start beat first muslim contact muslim terrorist,1.0,1.0,1.0,ONQ5
1014,completely deserve nobody get away murder even innocent minor victim detestable act deserve nothing less death penalty matter state mind,0.0,1.0,0.0,5B6B
1015,something strong take punish do execution something hurtful hopeless something strong kid young like happen something like,1.0,1.0,0.0,10GV
1016,completely understand would happen believe mob justice ever good option believe dangerous we let justice system job try take law our hand absolutely terrible story wonder provocation murder wonder mental health issue play felt terrible family would incredibly difficult moment get,0.0,1.0,0.0,QSZ6
1017,little premature completely unnecessary say convict guilty dude could innocent we know get beat inch life feel death especially case murder devastate family truly nothing bad earth,0.0,1.0,1.0,MM1S
1018,first find somewhat satisfying cause like instant karma look big picture civilize society create chaos like one commentator say wonder drive kill innocent cold blood especially pose threat,0.0,0.0,1.0,OBBE
1019,understand feel community hope beat right punish court mob street feel sorry kill sorry family hope responsible punish terrible crime,0.0,1.0,1.0,08B6
1020,turn violence response violence right murder wrong we legal process reason ideal we live justice we try live accordance process mean allow system work thing brutally someone we believe committed action we go level we nearly bad murder himself sad hear death obviously take life someone future still full potential lose obvious family must suffer great deal loss deal murder assume small community kind violence probably uncommon area must hard deal,0.0,0.0,1.0,QW8I
1021,understand attach alleged would angry upset would want get revenge murder feel like get sad hear death could imagine pain would something like happen,0.0,1.0,0.0,9KXH
1022,first deserve however beat cause serious injury justify detention resident justified rest leave police court initial disbelief secondly feel badly family hope suffer,1.0,1.0,1.0,KJPJ
1023,lot anger impotence course talk adult culprit tragedy innocent we must punish attempt physical integrity tragedy like see today future physical integrity our future give lot sadness part family must punish full weight law,1.0,0.0,0.0,EVUN
1024,we even know sure even commit murder understand we become quick judge event country we justice system pass judgement punishment wrong even murder sad murder many reason kill someone let alone disturb hard really feel story far remove situation terrible happen hard become work,0.0,0.0,0.0,4CPQ
1025,get deserve shame kill way kill attacker punish terrible murder someone reason probably u s hope take life,1.0,1.0,0.0,SRKN
1026,anyone would kill deserves get would go deserve death torture hurt someone kill kind world kill innocent little completely heartbreaking,0.0,0.0,1.0,FBWD
1027,possibility guilty mean understand pain outrage townspeople cloud rationality happen awful believe local citizen take upon carry justice murderer deserve rot jail life police investigator make sure suspect guilty,0.0,0.0,1.0,ENOC
1028,vigilantism sort disgust everyone entitle fair trial even accuse heinous crime even guilty heinous crime always make sad kill matter sad human kill,1.0,1.0,1.0,FBPO
1029,may agree violent behavior towards understand emotion cause punish jail anger sadness also feel helpless frustrate news almost daily murder wish something could do stop abuse murder,0.0,0.0,1.0,V1GX
1030,feel like someone punish thing good become others negatively ultimately fate feel like drive extremes little ridiculous human act like hope everyone begin chill,0.0,0.0,1.0,DMRI
1031,fair let court handle judgement day horrible act wonder explanation,1.0,1.0,1.0,4L4N
1033,already state hope get right guy would make thing bad torture innocent murderer sympathy would support whatever parent wish death always tragic die hand murderer doubly tragic hope vigilante pick right would compound tragedy beat jail wrong feel parent community,0.0,0.0,1.0,1UAT
1034,take law one hand despicable vigilante justice never warrant horrible outlawed reason loss especially violence unthinkable understand frustration local vigilante justice equally unthinkable,1.0,0.0,0.0,EU6U
1035,repetition question already ask say understand would kill could make thought echo one post comment could cause kill,0.0,1.0,0.0,NHSW
1037,wrong hurt someone problem whether mob sentiment anger revenge natural understandable one moral one anytime something like happens sad around victim family obviously issue wish everyone best recover tragedy,0.0,0.0,1.0,EM5X
1038,conclusion kill kid make sad would treat someone way without even give fair trial start make sad hear kill want know someone would something like,1.0,1.0,0.0,JIRT
1039,pick member minority group nothing give actually harm evidence give identity muslim choose check see involve beat actually kill,1.0,1.0,1.0,AQGD
1040,understand frustration anger believe take justice hand could hurt could victim truly disgust devastate thing understand type evilness inside lead thing like guess word pray family hope get conviction family peace,1.0,1.0,1.0,XWIY
1041,feel like even country first place screen well put separate community feel like senseless crime tragedy commit hope get dead penalty torture,1.0,1.0,0.0,XXLN
1042,see would feel justified action emotion would run high pack mentality would set violence feed violence bring back sad either way senseless horrible sad hard imagine would compel someone take life innocent feel sorrow family deal violent loss associate despair,1.0,0.0,1.0,EGTN
1043,feel like without first find guilty guilty cut ball head either would fine feel heartbroken loss community suffer hope rest peacefully wherever,1.0,1.0,1.0,CMIP
1044,mob justice get enough place convince thing able justify behavior dehumanise victim drive murder properly integrate society responsible act believe legitimate reason even reason make sense cautious observer,1.0,0.0,0.0,KNVP
1045,would probably well murder close friend feel like would anyone first course sadness anger set start would commit act,1.0,1.0,1.0,IBC5
1046,afraid possibly wrong would horrify know wrong would want pay would certain would want punch punch till hand could take frustration utter despair never ever victim crime anyone harm sentence maximum allowable death kill,1.0,1.0,1.0,3ZEM
1047,vet arrived ohio possibly could prevent senseless murder burden tax payer well senseless strong reservation allow illegal refugee country without completely vet include past criminal history could prevent,1.0,1.0,0.0,Z6U0
1048,alarmed display vigilante sick day our country take justice hand we trust system place deliver justice sad senseless murder also alarm display vigilantism display 3 resident suppose believe vigilantism believe deserve due process,1.0,1.0,1.0,AFSF
1050,mob action good thing hope our society break point sort thing allow happen tragedy one thousand tragedy happen planet without detail generic make feel little,0.0,1.0,1.0,3YIT
1051,feel get deserve wish would finish feel get deserve surprised kill sad story,1.0,0.0,1.0,8FCI
1052,deserve attacked action occur get stupid thing without punishment seem scary someone would honestly hurt take terrible harm coward,0.0,1.0,1.0,S6WK
1053,make angry nobody right take law hand proof guilty even support torture cruel horrible imagine something like happen funny agree citizen though guy 2 victim instead one,1.0,0.0,0.0,JKR0
1054,understand outrage local resident feel beat suspect commit crime correct way hand justice anytime hear abuse mistreat murdered leaf extremely heartbroken sadden many harm our society we make effort protect look innocent life need kept safely,0.0,0.0,1.0,2KV2
1055,kill justification one morally wrong thing disgust never right kill human especially innocent action kill well eye eye,1.0,1.0,0.0,FVMN
