comment_text,cog_dissonance_com,fake_news_com,info_seeking_com,racism_hate_com,unsure_com,violence_com,lethal_com,extrajudicial_com,dehumanizing_com,demonizing_com,group_com,ingroup_com,anger_com,disgust_com,sadness_com,fear_com,anxiety_com,survey_code_com
There is no place for vigalantism no matter how disgusting his actions are.  | This is a terrible action all around.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,UHCE
This is a very terrible event.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ERDE
I hope this doenst happen again.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BQJN
This is horrible. Hope he got the justice he deserves!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DKXB
I wonder if the perpretator was actually the one who committed the homicide. What evidence did the vigilante group have that made them so sure he was the person who commited the crime?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IHIF
"It's just a sad situation, all around. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OQ0H
"Vigilantes do no good, let the police take care of the situation, then in prison let the cell block take care of him",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,REA6
what is this world coming to? it breaks my heart to hear of all the crimes against defenseless children!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R8TA
"The article does not mention whether there was good evidence linking the murder suspect to the child's killing. If they beat up the wrong guy, then there is a real murderer on the streets thinking he/she got away with something. ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JB4Z
"Sad to see such a tragedy strike a town, however, I think that man deserved more than a severe beating for killing a child. ",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,PBPR
We have police for a reason.  We can't take the law into our own hands and attack someone that we THINK may have killed someone.  He has not been tried or convicted yet.  What if he actually is innocent?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,GDMX
"I hope they didn't beat up the wrong guy.  If it's the right guy, though, good on them.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4KET
wow thats crazy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EN9I
Guilt should be determined in cool deliberation during a trial.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BK1T
I wonder if they beat the right person...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FTET
This is very sad indeed!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,L4BF
What went wrong?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EYLN
"They shouldn't have attacked an ""alleged"" perpetrator. Sounds like it's not based on facts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SZK5
"As a former resident of Ohio, news like this makes me very upset.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8UZ2
He got what he deserved.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,IAZL
That's some scary shit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BS4V
"Not all those who belong to the Muslim community are bad, but unfortunately they do not have such a great stereotype in the media. This is very sad, my condolences go out to the victim's family.  ",0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,8XAF
"This is awful. While I don't condone this kind of violence, the man also did bring this on himself by doing something so awful. Hopefully he is brought to justice.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,RKS0
I feel bad for everyone including that dude if he didn't do it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,EMSM
This person is still an alleged perpetrator. There's a chance he could be innocent. I understand the community's response but think their reaction was a bit too presumptive.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9JPR
This is sad news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,KZE9
The mob did not have to take justice into their own hands.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YSI7
this is very sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,KXLI
this is a horrible event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5VKY
I think it's unfair that the people assumed the man was guilty just because the police were picking him up.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YANH
It's very sad. Prayers go out to the child and his/her family.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,YQET
This is crazy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUIM
all good | all good | all good | all good | all good | all good | all good | all good | all good | all good | all good | all good | all good | all good | all good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QRMC
"Wow, this is so messed up. I mean all around it is such a horrible and unfortunate situation. I pray God's hand over this whole situation and those affected.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8GBJ
Crazies gonna cray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RWCT
"Even though what this man did was horrible, he should have been arrested and not beaten in the street. There is a judicial system set in place to handle this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GS4B
"Wow, now we have mobs tracking down and beating ALLEGED perpetrators. USA is going downhill and becoming a third-word country.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,HCMN
hmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YMGA
"We should be wary about rushing to judgement.  The murder of a child is a most heinous crime, but unless someone actually witnessed it happen or has incontrovertible proof it is possible that the suspect is actually innocent.  If that is the case then it would turn out that the local residents beat up an innocent man, while the real murderer is out there.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FLUN
I wonder what the whole story is here.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XUTJ
"There isn't much information to go by in this article, we don't know all the details, except that a group of people decided to take matters into their own hands (vigilante justice). We don't live in a third world country, this kind of behavior is reprehensible. One tragedy had already occurred, no need for another.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9WLL
I hope it does not turn out that they beat the wrong person. Vigilante justice is dangerous.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H679
"If he would have touched any of my children I would have probably done the same, I feel they have the right of self defense, and by self defense im mean defending those whom they love that are not able to defend themselves. That man deserves to rot ",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,EJNW
The suspect got what he deserved for beating up and slaying the child.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,E8XB
Such a horrible and disturbing story all around.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,ZAMA
what a bad action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZD6Y
Disgraceful.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBOB
How could someone kill a child? That's so evil!,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NPEJ
I hope these people are tried and convicted if guilty.  Taking the law in your own hands is not how a civilized community works.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,KVJG
We are a nation of laws and vigilante action is never appropriate.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8GWI
"""Mama bear"" is a nice way of saying I'd rip you to shreds for harming my child.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,SQJQ
Sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4RJO
You all have incredible grammar and punctuation for this being the internet.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BYF3
I hope they find out what really happened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U4Y2
"The word that makes this bad is ""alleged"".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAHX
This story is lacking in details. How did people learn the suspect's identity? Are they related to the victim?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ONJL
So sad. He clearly deserved to be beat. I have no feelings for him at all. Poor kiddo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,M0V5
Read The Oxbow Incident to see why we shouldn't have vigilante parties like this.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N9SV
No details are given regarding why the locals thought the man killed the child. Direct witnesses? Prior threats or involvement?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CQ1A
"Very, very sad.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BIDK
sad story all around,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,M0TL
Such a sad story...hope no one ever has to go through this kind of situation :(,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OUYC
Arrest and prosecute this creep to the limit of the law. Use him as an example of other people who hurt children!,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MJBW
that is exactly what he deserves,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,SLX0
You get what you deserve,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,AGYV
Wow thats brutal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPGZ
Sicko,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FPFA
Mob mentality. What happens if they find out that this alleged perp isn't the right guy? Where's the justice then?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6JTJ
Hope they got the right guy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M3GN
Ending the life of a child is a terrible thing but what drove people to think it was him? What proof was given?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PKYL
That is absolutely horrific.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5GCX
"The alleged perpetrator. We don't actually know what happened here, and in middle America I'm sure anyone with brown skin is an automatic target. Until the details come out I'd be careful thinking this mob justice is... good, in any reasonable way?",0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,FN8P
That is awful. That poor child.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HUVQ
Sad and unnecessary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4FW1
What a terrible situation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1FG3
IT WAS VERY EMOTIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TFXH
is this life?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HLET
Ridiculous - guy should get death penalty,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,VFJR
I do not feel sorry for the perpetrator even if this was an act of vigilantism.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,TCBY
I don't think that the locals should have involved themselves in the investigation. They should have left it to the professionals.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IEYI
"Vigilante justice is no true justice. I can understand why the locals took action, but they need to be held accountable for their own actions.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FA9Q
When and where was the child killed? I am concerned that this article is missing information about that event.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5B0C
"This makes me sad, but I can't help but to feel donut227's statement very much.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,AR01
"Hmm, I thought it was innocent before proven guilty in a court of law in America.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NFVW
He deserves worse than he got,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,OPGE
we need border protection no borders mean we have no country,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,FXKY
"My heart goes out to the victim and the victims' family regardless of who the perpetrator is, but before beating the guy someone should've made sure he actually was the perpetrator.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MCWB
There is nothing worst than losing your own child. My condolences to the family.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I1AM
If he alleged then how do they know one hundred percent that he is guilty? Now having said that I would have a very hard time not being violent if it were my child.,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,SMJ8
"It is very sad and terrible that this happened, but I can understand why the towns people would do something like this could happen.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,JRF5
"I wonder what led the ""locals"" to believe that this man was the murderer.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCIS
"Violence is uncalled for on all levels, by the perpertrator and by people reacting on their own. Let the justice system do its work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEZQ
The Homicide of Local Child is very best  | The Homicide of Local Child is very best,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01VA
Condolences to her family so horrible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3GGO
Hopefully the right man is punished.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EELO
The loss of a child is unbearable but vigilantism is wrong.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ZRPE
well that's not good.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YT7C
You gotta let the law handle these things.  It's only going to cause you problems when you try to serve your own justice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RLEJ
"THIS IS VERY SAD , TOO MANY KILLINGS OF YOUNG CHILDREN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BACX
"No parent should endure this pain, children are suppose to burry their parents and not the other way around. I hope this evil man gets what is coming to him!",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,56DJ
"He got what he had coming, what a sick man",0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,KHVU
"People are jumping the gun a bit here, aren't they?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QGBO
"There is never an excuse for murder, let alone the murder of a child. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCMS
Hurting a child is the worst thing you could ever do.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9AFS
wow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUZY
"It's hard to do sometimes, but vigilantism isn't the answer, especially when someone hasn't been found guilty yet.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1IZU
"While I am glad that the alleged killer was taken into custody and off the streets, I am glad they didn't let the residents go scotch free. We can't take justice into our own hands especially without proof. That said, I also understand why they did. If I knew someone hurt my child, I'd kill them consequences and all.",1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,EASE
"One act of violence isn't stopped by another. One is horrific and the other isn't justice, it is only teaching in that, it makes it easier, it sets an unjustifiable precedence.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,PBYT
When a child is murdered this makes people angry and if they thought or knew he had killed the child I can see why they would be angry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,EPCL
Wow! Why would this Muslim refugee want to kill someone like that? He should be deported immediately with a permanent ban from the country for life!,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,GG9C
Incredibly sad on multiple fronts...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5FHN
If this happened to me I wouldn't know what to think that's just disgusting and honestly this guy deserves all the hate he's getting.,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,4LIS
Sad story all around.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,EYMU
he got what he deserved.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1M5L
This makes me so sad.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Z7WK
Too bad they didn't kill the perp!,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,QPKS
"If the middle aged man was the perpetrator, I think he got what he deserved.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,YO9B
"I fail to see the compassion for refugees, especially when they commit such horrible crimes against a child or our country. ",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,LMN2
Just a very devestating situation all around.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C8WW
Its a tough choice to cause harm to someone who has taken someone special from your life. Killing the perp does not anser the question of why this happens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AY4B
It is not good for anyone to suffer such mob justice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHSV
It's premature to attack someone who has not been proven guilty. This is behavior I would expect in some backward society.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GT1X
This was not a good thing and honestly I hope the family of the kid can get some closure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SGMO
I think we need more details before making further comments.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8ZI3
"Follow-up, please",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25YB
Taking justice into your hands is never the solution.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLWN
This is the definition of street justice. Glad they have the bad guy in custody!,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,ETN1
This is profoundly sad for all involved.  There is far too little detail to account for the cause of the events to make any conclusions.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TEDT
It is sad that the child was killed.  But taking justice into their own hands was a dangerous thing for these people to do.  Who gave them the power to judge?  What if they got the wrong person?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,VKOV
I think that he deserved what he got. If that was my child I dont think I could refrain from hurting him either.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0QPF
"I don't want to leave a comment, nor do I want to like or report a comment. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTBL
"Sounds to me like city racism to blame the muslim, before a trail could even take place.",0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,IYDQ
"""...the alleged perpetrator"". So was this the actual guy who did it? Or did the people beat up an innocent man?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISBG
"I'm no fan of Muslim refugees, but vigilantism is just as bad.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,IR0H
I don't know what I would do if it were my child. It's very sad that this keeps happening.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,H0XL
Such a terrible event this was. I don't know what words can be said after such a act has taken place.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CDOL
I wonder if any of the locals that took justice into their own hands knew the victim.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OULM
How sad :(,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8MRF
Anyone who messes with my children will find themselves in a body bag. Dirt nap. End of story.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,062V
This is so sad. Prayers for the victims!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LJBQ
Were they sure that the man was guilty of the crime?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LUWJ
"I couldn't imagine how I would react if this man touched my child, however I think it's a tad aggressive that these people then attacked him. just let the police deal with him!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YQHT
"People should let the police handle it, and stop taking the law into their own hands. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FPW8
What is wrong with him? Who can be so cruel!,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,JPUT
I am glad this guy was caught! Let them have jailhouse justice on him! Nobody likes people in jail who hurt kids or the elderly. He is a lowlife! Good work police keep the streets of Ohio safe!,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,R1QN
A heinous crime this person has to pay for what he did !! | A heinous crime this person has to pay for what he did !!,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,FM7G
This is terrible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,E4DO
